languages_used,index_numbers,mixed_clip_filename,transcripts,utterance_ids,total_duration
"hi, ne-NP, hi","1946, 69, 3188",mixed_clip_934.wav,"बिहार में उतरने लगा बाढ़, समस्तीपुर-दरभंगा के बीच रेल सेवाएं फिर शुरू | प्रतियोगिताको तुल पढेपछि टोम्मी रिसी रिक्सा अनि टेक टुक् टुक् भेट्न उत्निखेरै हिँड्यो । | अब तो कार्रवाई करे पाकिस्तान: कृष्णा","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",20.592000000000002
"hi, hi, hi, ne-NP, hi","3175, 3495, 1180, 174, 2041",mixed_clip_935.wav,एक लम्बा है और दूसरा छोटा है। | यह स्थान मुझे बेहद भयानक लगता है। | छिपकली के लिंग को दु्र्लभ जड़ी-बूटी बताकर बेचने वाला गिरफ्तार | को को कता हुनुहुन्छ? | फिल्म में किसी को 'महत्वहीन' कहना उचित नहीं: असिन,"3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",18.144
"hi, hi, hi, hi","2579, 3324, 1424, 2170",mixed_clip_936.wav,"वह जल्दी नहीं उठा। | कांग्रेस नेता शकील अहमद के बयान पर विवाद, बीजेपी ने किया विरोध | उम्र में आठवें, अनुभव में नौवें सबसे 'युवा' लोकसभा स्पीकर हैं ओम बिड़ला | पीएमओ ने शुरू की ट्रेनिंग व्यवस्था, अधिकारियों को कमिटेड करने का उद्देश्य","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",20.016
"hi, ne-NP, hi, hi","777, 92, 447, 1624",mixed_clip_937.wav,"गुरूद्वारा कांड: आरोपी का नस्लवादी संगठनों से संबंध | सरकारी बिदा कति दिन छ? | ओम पुरी का निधन, सलमान ने शेयर की ये खास तस्वीर | चुनावी नतीजों के बीच गिरकर संभला बाजार, सेंसेक्स में रिकवरी","0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",19.8
"hi, hi, ne-NP, hi, hi","455, 3591, 12, 128, 154",mixed_clip_938.wav,"टॉम को तैरना आता है क्या? | ये मेरे दोस्त हैं। | तपाईंलाई मन परेको फिल्म तपाईंका लागि राम्रो, नपरेको नराम्रो । | टीवी की 'नागिन' के साथ काम नहीं करना चाहते सलमान के जीजाजी! | यहाँ धूम्रपान करना मना है।","0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",19.008
"hi, hi, hi, hi","888, 164, 3701, 1806",mixed_clip_939.wav,"याकूब मामले पर सलमान के ट्वीट्स को गलत समझा गया: रितेश | चंद्रबाबू नायडू के मंच से गरजे ममता और केजरीवाल, बोले- नहीं चाहिए मोदी | यह काम दोपहर तीन बजे से पहले खतम हो जाना चाहिए। | छत्तीसगढ़ चुनाव: भरतपुर सोनहत से कांग्रेस के गुलाब कामरो जीते","0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",23.976
"hi, hi, hi, hi","144, 2050, 1910, 810",mixed_clip_940.wav,मनमोहन-जरदारी मुलाकात से अमेरिका खुश | फिर विवादों में फंसा शाहरुख खान का 'मन्नत' | बुखार हुआ तो बज उठेगी बाजू पर बांधी पट्टी | सनी लियोन के साथ काम करने से इमरान हाशमी ने किया इनकार,"0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",19.764000000000003
"hi, hi, hi, hi, hi","211, 2688, 2327, 2424, 369",mixed_clip_941.wav,"सुशील मोदी का पलटवार, भ्रष्टाचार के संरक्षण के लिए नहीं मिला था जनादेश | बॉलीवुड में होगी श्रीदेवी की खूबसूरत वापसी | कहां-कहां नहीं बरपा आजम खान का गुस्सा... | नितिन गडकरी के बेटे निखिल की शादी आज | मम्मी बुला रही है","0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",20.592000000000002
"hi, hi, hi, hi, hi, hi","1021, 559, 3388, 2601, 132, 1488",mixed_clip_942.wav,पीएम के खिलाफ कांग्रेस ने किया विरोध-प्रदर्शन | वही तो! | उसने अंग्रेज़ी सीखना शुरू किया। | उसको पैसों की कमी थी। | दूसरे विश्वयुद्ध के दौरान मेरे नाना का खून हुआ था। | फैक्ट चेक: क्या हरियाणा चुनाव नतीजों से घबराकर मनोज तिवारी पहुंचे दरगाह?,"d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",21.996000000000002
"hi, hi, hi, hi, hi","4408, 569, 3988, 4214, 1939",mixed_clip_943.wav,"पांच दौर के बाद संयुक्त रूप से तीसरे नंबर पर हैं आनंद | आप पुर्त्तगाल में रहते हैं या ब्राज़ील में? | भोपाल: इंजीनियर के यहां छापा, करोड़ों की संपत्ति का खुलासा | बुंदेलखंड के किसान दबाएंगे 'नोटा' का बटन | 'परमाणु शोध केंद्र को आग से कोई खतरा नहीं'","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",19.907999999999998
"hi, hi, hi, hi, hi","1827, 936, 3807, 4112, 2629",mixed_clip_944.wav,"स्पष्टवादी और सौम्य राजनेता हैं दिनेश त्रिवेदी | जब संडे पहली बार छुट्टी का दिन घोषित हुआ... | वर्दी पहनकर क्यों लिया पद्म भूषण सम्मान, धोनी ने खुद खोला राज | यूक्रेन में बढ़ते तनाव के बीच ओबामा, पुतिन ने फोन पर बात की | स्टेशन इन दो नगरों के बीच स्थित है।","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",19.908
"hi, hi, hi, hi, hi","4249, 4233, 3914, 4352, 1794",mixed_clip_945.wav,क्रिकेट में फिक्सिंग के आरोपों की तह तक जाएंगे: रिचर्डसन | मैंने कभी नहीं कहा कि लक्ष्मण को धोनी का समर्थन हासिल नहीं थाः गांगुली | दिल्ली के रेस्तरां मालिक ने की पत्नी की हत्या | कश्मीर मुद्दा ही भारत-पाकिस्तान के बीच तनाव का मूल कारण है: बिलावल भुट्टो | गुजरात चुनाव से पहले पाटीदारों के मुद्दे पर सरकार बातचीत को तैयार,"3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",22.967999999999996
"hi, hi, hi, hi, hi","2963, 2890, 364, 2336, 1514",mixed_clip_946.wav,"सुष्मिता सेन ने कहा- बॉलीवुड में हम बिगड़ गए हैं | वाराणसी में गाय के दूध से रोजेदारों ने खोला रोजा | ""क्या आपने आज टॉम को देखा है?"" ""नहीं, नहीं देखा है।"" | बिहार में नीतीश से सवर्णों का मोहभंग | बच्ची को अगवाकर बनाया हवस का शिकार, लहूलुहान हालत में मिली मासूम","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",22.067999999999998
"ne-NP, hi, hi, hi, ne-NP","162, 852, 2757, 2792, 180",mixed_clip_947.wav,भुकम्प अाएको क-कसले थाहा पाउनु भयो? | नोएडा में बैठे जालसाज ने अमेरिकी को लगा दिया करोड़ों का चूना | ये हमारी किताबें हैं। | मैं तो बस एक गरीब किसान ही हूँ। | यदि त्यो वाक्य कसैको वाक्यसँग मिल्न गएमा के हुन्छ नि?,"0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5",19.332
"hi, hi, hi, hi","840, 4234, 1883, 1404",mixed_clip_948.wav,"सेलेब्स ने मनाया फादर्स डे, इमोशनल कर देगी जाह्नवी कपूर की ये खास तस्वीर | क्या है 'अलाउद्दीन' की आंखों में? रणवीर सिंह ने शेयर की ये स्केच | मिस इंडिया: जब मानुषी-जैकलीन ने लगाए 'देसी गर्ल' पर ठुमके, Video | बिहारः एक करोड़ रुपये की अवैध शराब जब्त, दो गिरफ्तार","0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",23.076
"hi, hi, hi, ne-NP, hi, hi","3463, 3227, 1482, 31, 2499, 3878",mixed_clip_949.wav,लाख टके का सवाल: आखिर ये प्यास कब बुझेगी? | हरियाणा: चुनावी अखाड़े में उतरने के लिए पूरी तरह से तैयार हैं बबीता फोगाट | सत्यम की नये बोर्ड ऑफ डायरेक्टरर्स की बैठक हुई | मेरो घर चितवन हो । | कुछ इस तरह | तुम चाय पीते हो।,"3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, b04876941eb74a0d7971c73e1d6d2101f02d13c2134e7af8e89454473adcacbaa9511a8616ff377aa7683e3f7ed35325d9f4d5ee12ad49f61dd1513aca8bb628, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",19.116
"hi, hi, hi, hi","2310, 3380, 2947, 2844",mixed_clip_950.wav,"महाराष्ट्र: क्राइम रिपोर्टर की मां और नाबालिग बेटी की हत्या | रिश्ते में चोट खाने के बाद ही मर्दों को मिलती है ये सीख | मुंबई सब अरबन जिलाः बोरिवली से बीजेपी के सुनील राणे ने मारी बाजी | आयुष्मान ने मिलाया करण जौहर से हाथ, रोमांटिक कॉमेडी फिल्म में आएंगे नजर?","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",18.18
"hi, hi, hi, hi, hi","3541, 1060, 2195, 532, 1371",mixed_clip_951.wav,ईडन पर कंगारुओं को हराकर सीरीज जीत के करीब पहुंचेगा भारत | राहुल को श्रीलंका दौरे से नहीं बुलाया जाएगा | भारतीय मूल के प्रोफेसर ने जीता मारकोनी पुरस्कार | खिलाड़ियों के बकाये का जल्द भुगतान करेगा पीसीबी | ईडन गार्डन्स में विश्व कप मैचों पर नहीं लगेगा मनोरंजन कर,"3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",22.32
"hi, ne-NP, hi, hi, ne-NP","2808, 42, 291, 362, 4",mixed_clip_952.wav,"यदि मैने जाना हुआ तो आपको बता दूँगी। | अाबिस्कार, तिम्रो घर कता हो? | जोया की तीसरी फिल्म में भी होंगे भाई फरहान अख्तर | कैसे हो, माईक? | किनभने तपाईंको कार एकदम कन्डिसनमा छ ।","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, b04876941eb74a0d7971c73e1d6d2101f02d13c2134e7af8e89454473adcacbaa9511a8616ff377aa7683e3f7ed35325d9f4d5ee12ad49f61dd1513aca8bb628, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, b04876941eb74a0d7971c73e1d6d2101f02d13c2134e7af8e89454473adcacbaa9511a8616ff377aa7683e3f7ed35325d9f4d5ee12ad49f61dd1513aca8bb628",20.34
"hi, hi, hi, hi, hi","1710, 3792, 4131, 4050, 2360",mixed_clip_953.wav,"ये सात कंपनियां ही बेच सकती हैं पास्ता | टॉम ने मुझे अपना कमरा दिखाया। | म्यांमार: आंग सान सू की के करीबी ह्तिन क्यॉ चुने गए नए राष्ट्रपति | बापू को बनाया शराब मुक्ति का ब्रांड एंबेसडर, तो बरपा हंगामा | कुत्ते-बिल्लियों की तरह लड़ रही है भाजपा: अय्यर","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",20.016
"hi, hi, hi, hi","4106, 4210, 1756, 2044",mixed_clip_954.wav,"अब क्या होगा सीबीआइ का? | इस सप्ताह उतार-चढ़ाव से भरा रहेगा बाजार | वायरल हो रही है महंगी ड्रेस में सोनम कपूर की तस्वीरें, इतनी है कीमत | छत्तीसगढ़: अस्पताल में मां-बेटे की मौत, दो डॉक्टरों पर केस दर्ज","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",18.648
"hi, hi, hi, hi, hi, hi, ne-NP","426, 3266, 196, 4436, 734, 3425, 110",mixed_clip_955.wav,आप हारोगे। | मैं जर्मन ऑपेरा की शौकीन हूँ। | चादरें गीलीं लगतीं हैं। | राम बिहारी सिंह बने राष्ट्रीय लोक समता पार्टी के प्रधान महासचिव | मैं डॉक्टर हूँ। | यह तुम्हारा कुत्ता है। | अाजभोलि जसको हातमा पनि मोबाइल है?,"0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e",21.204
